"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fpurge.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fput.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fread.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fscanf.c.xml,SM_VA_STD
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fseek.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fvwrite.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fvwrite.h.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fwalk.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fwrite.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/get.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/glue.h.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/heap.c.xml,SM_CHECK_REQUIRE;SM_HEAP_CHECK
