"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/editldap.h.xml,USE_LDAP;__EDITLDAP_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/editldap_basedn.c.xml,HAVE_CONFIG_H;USE_LDAP
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/editldap_basedn.h.xml,USE_LDAP;__EDITLDAP_BASEDN_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/editvcard.c.xml,HAVE_CONFIG_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/editvcard.h.xml,__EDITVCARD_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/eggtrayicon.c.xml,EGG_COMPILATION;GDK_WINDOWING_X11;_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/eggtrayicon.h.xml,GDK_WINDOWING_X11;__EGG_TRAY_ICON_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/export.c.xml,HAVE_CONFIG_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/export.h.xml,__EXPORT_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/filesel.c.xml,G_OS_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/filesel.h.xml,__FILESEL_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/foldersel.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/foldersel.h.xml,__FOLDERSEL_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/folderview.c.xml,G_OS_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/folderview.h.xml,__FOLDERVIEW_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/gtkshruler.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/gtkshruler.h.xml,__GTK_SHRULER_H__;__cplusplus
